HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method,RBCS_Id_Ever_Reassigned
20103,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20200,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20205,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20206,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20220,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20225,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20240,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20250,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20500,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20520,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20525,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20526,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20527,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20550,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20551,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20552,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20553,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20555,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2008,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
20612,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20615,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20650,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20660,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20661,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20665,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20670,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20694,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20697,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20700,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
20701,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
20702,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
20703,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
20900,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20902,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20910,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
20912,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20924,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20950,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20974,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20975,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20979,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2000,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20983,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2015,12/31/9999,1,2024,01/01/2015,12/31/9999,0,1
20985,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20999,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21011,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21012,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21013,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21014,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21026,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21029,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21030,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21031,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21032,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21040,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21073,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21085,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21088,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21089,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21100,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21110,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21120,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21209,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1988,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
21235,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21280,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21282,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21295,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21296,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21299,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1991,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
21310,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2021,1,2020,01/01/2014,12/31/2021,0,0
21315,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21320,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21325,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21330,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
21336,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21337,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21355,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21356,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21400,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21401,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21440,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21450,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21452,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21480,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21485,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21495,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
21497,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21499,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
21501,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21550,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21552,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21555,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21556,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21742,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21743,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21800,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
21805,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2015,1,2020,01/01/2014,12/31/2015,0,0
21820,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21899,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
21920,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21925,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21930,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
21931,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
22305,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
22310,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
22505,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
22860,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2023,12/31/9999,0,2024,01/01/2023,12/31/2023,0,1
22999,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
23000,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23030,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23031,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23065,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23066,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23071,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23075,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23076,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23120,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23130,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23140,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
23330,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
23500,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23505,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23520,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23525,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23540,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23545,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23550,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23552,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23570,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23575,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23600,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23605,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23620,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23625,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23650,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23655,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23665,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23675,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
23700,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23929,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
23930,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
23931,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24065,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24066,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24071,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24075,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24076,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24100,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24105,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24120,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24126,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
24130,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
24147,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24200,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24201,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24300,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24305,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24310,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
24357,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24358,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24359,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24365,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
24500,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24505,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24530,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24560,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24565,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
24576,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24600,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24620,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
24640,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24650,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24655,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24670,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24675,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
24940,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2023,01/01/2014,12/31/9999,0,0
24999,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
25000,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
25001,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
25020,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
25028,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
25031,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
25065,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
